id,engine,query,targets,rank,hit,latency_ms,exit,stderr
q020,sgrep,Where does it refresh the model catalog from the network?,packages/opencode/src/provider/models.ts,,0,877.56,0,
q020,rg,Where does it refresh the model catalog from the network?,packages/opencode/src/provider/models.ts,,0,115.59,0,
q021,sgrep,Where is the OAuth callback handled for a provider?,packages/opencode/src/provider/auth.ts,,0,909.49,0,
q021,rg,Where is the OAuth callback handled for a provider?,packages/opencode/src/provider/auth.ts,,0,117.88,0,
q022,sgrep,Where are provider credentials persisted on disk?,packages/opencode/src/auth/index.ts,,0,895.29,0,
q022,rg,Where are provider credentials persisted on disk?,packages/opencode/src/auth/index.ts,,0,117.93,0,
q023,sgrep,Where is a unique worktree name/branch chosen?,packages/opencode/src/worktree/index.ts,8,1,881.66,0,
q023,rg,Where is a unique worktree name/branch chosen?,packages/opencode/src/worktree/index.ts,,0,118.8,0,
q024,sgrep,Where is git worktree creation invoked?,packages/opencode/src/worktree/index.ts,,0,918.46,0,
q024,rg,Where is git worktree creation invoked?,packages/opencode/src/worktree/index.ts,,0,118.03,0,
q025,sgrep,Where does the project ID come from the git root commit?,packages/opencode/src/project/project.ts,,0,879.8,0,
q025,rg,Where does the project ID come from the git root commit?,packages/opencode/src/project/project.ts,8,1,112.21,0,
q026,sgrep,Where are plugins loaded from config and built-ins?,packages/opencode/src/plugin/index.ts,2,1,898.83,0,
q026,rg,Where are plugins loaded from config and built-ins?,packages/opencode/src/plugin/index.ts,,0,116.33,0,
q027,sgrep,Where does the approval/permission request get created?,packages/opencode/src/permission/next.ts,,0,879.24,0,
q027,rg,Where does the approval/permission request get created?,packages/opencode/src/permission/next.ts,,0,117.22,0,
q028,sgrep,Where is approval reply handling implemented?,packages/opencode/src/permission/next.ts,,0,841.5,0,
q028,rg,Where is approval reply handling implemented?,packages/opencode/src/permission/next.ts,7,1,113.93,0,
q029,sgrep,Where is the user prompt question request emitted?,packages/opencode/src/question/index.ts,,0,857.91,0,
q029,rg,Where is the user prompt question request emitted?,packages/opencode/src/question/index.ts,,0,116.4,0,
q030,sgrep,Where is the preferred shell determined?,packages/opencode/src/shell/shell.ts,,0,837.28,0,
q030,rg,Where is the preferred shell determined?,packages/opencode/src/shell/shell.ts,,0,116.88,0,
