id,engine,query,targets,rank,hit,latency_ms,exit,stderr
q012,rg,Where is external code context retrieval implemented?,packages/opencode/src/tool/codesearch.ts,,0,116.39,0,
q013,sgrep,Where is the fallback that downloads the rg binary?,packages/opencode/src/file/ripgrep.ts,,0,851.32,0,
q013,rg,Where is the fallback that downloads the rg binary?,packages/opencode/src/file/ripgrep.ts,,0,117.61,0,
q014,sgrep,Where is the TypeScript language server spawned?,packages/opencode/src/lsp/server.ts,,0,895.54,0,
q014,rg,Where is the TypeScript language server spawned?,packages/opencode/src/lsp/server.ts,1,1,111.86,0,
q015,sgrep,Where does it download/install the Vue language server?,packages/opencode/src/lsp/server.ts,4,1,863.04,0,
q015,rg,Where does it download/install the Vue language server?,packages/opencode/src/lsp/server.ts,1,1,116.09,0,
q016,sgrep,Where is the token overflow check that triggers compaction?,packages/opencode/src/session/compaction.ts,1,1,864.52,0,
q016,rg,Where is the token overflow check that triggers compaction?,packages/opencode/src/session/compaction.ts,,0,117.02,0,
q017,sgrep,Where is old tool output pruned during compaction?,packages/opencode/src/session/compaction.ts,1,1,896.81,0,
q017,rg,Where is old tool output pruned during compaction?,packages/opencode/src/session/compaction.ts,,0,121.46,0,
q018,sgrep,Where is the diff summary computed and stored for a session?,packages/opencode/src/session/summary.ts,1,1,847.16,0,
q018,rg,Where is the diff summary computed and stored for a session?,packages/opencode/src/session/summary.ts,,0,118.34,0,
q019,sgrep,Where is the session title generated by an LLM?,packages/opencode/src/session/summary.ts,,0,806.4,0,
q019,rg,Where is the session title generated by an LLM?,packages/opencode/src/session/summary.ts,,0,119.39,0,
q020,sgrep,Where does it refresh the model catalog from the network?,packages/opencode/src/provider/models.ts,,0,834.78,0,
q020,rg,Where does it refresh the model catalog from the network?,packages/opencode/src/provider/models.ts,,0,114.8,0,
q021,sgrep,Where is the OAuth callback handled for a provider?,packages/opencode/src/provider/auth.ts,,0,866.58,0,
q021,rg,Where is the OAuth callback handled for a provider?,packages/opencode/src/provider/auth.ts,,0,117.42,0,
q022,sgrep,Where are provider credentials persisted on disk?,packages/opencode/src/auth/index.ts,,0,848.26,0,
q022,rg,Where are provider credentials persisted on disk?,packages/opencode/src/auth/index.ts,,0,116.26,0,
q023,sgrep,Where is a unique worktree name/branch chosen?,packages/opencode/src/worktree/index.ts,8,1,842.73,0,
q023,rg,Where is a unique worktree name/branch chosen?,packages/opencode/src/worktree/index.ts,,0,123.77,0,
q024,sgrep,Where is git worktree creation invoked?,packages/opencode/src/worktree/index.ts,,0,931.62,0,
q024,rg,Where is git worktree creation invoked?,packages/opencode/src/worktree/index.ts,,0,116.26,0,
q025,sgrep,Where does the project ID come from the git root commit?,packages/opencode/src/project/project.ts,,0,895.86,0,
q025,rg,Where does the project ID come from the git root commit?,packages/opencode/src/project/project.ts,8,1,127.64,0,
q026,sgrep,Where are plugins loaded from config and built-ins?,packages/opencode/src/plugin/index.ts,2,1,929.73,0,
q026,rg,Where are plugins loaded from config and built-ins?,packages/opencode/src/plugin/index.ts,,0,117.65,0,
q027,sgrep,Where does the approval/permission request get created?,packages/opencode/src/permission/next.ts,,0,856.38,0,
q027,rg,Where does the approval/permission request get created?,packages/opencode/src/permission/next.ts,,0,116.01,0,
q028,sgrep,Where is approval reply handling implemented?,packages/opencode/src/permission/next.ts,,0,820.19,0,
q028,rg,Where is approval reply handling implemented?,packages/opencode/src/permission/next.ts,7,1,117.38,0,
q029,sgrep,Where is the user prompt question request emitted?,packages/opencode/src/question/index.ts,,0,907.79,0,
q029,rg,Where is the user prompt question request emitted?,packages/opencode/src/question/index.ts,,0,116.04,0,
q030,sgrep,Where is the preferred shell determined?,packages/opencode/src/shell/shell.ts,,0,818.56,0,
q030,rg,Where is the preferred shell determined?,packages/opencode/src/shell/shell.ts,,0,114.28,0,
q031,sgrep,Where does the API accept updates to configuration settings?,packages/opencode/src/server/server.ts,,0,866.59,0,
q031,rg,Where does the API accept updates to configuration settings?,packages/opencode/src/server/server.ts,,0,118.5,0,
q032,sgrep,Where are legacy tool flags translated into permission rules during prompting?,packages/opencode/src/session/prompt.ts,,0,871.83,0,
q032,rg,Where are legacy tool flags translated into permission rules during prompting?,packages/opencode/src/session/prompt.ts,6,1,118.69,0,
q033,sgrep,Where does prompt handling exit early when no reply is requested?,packages/opencode/src/session/prompt.ts,,0,862.77,0,
q033,rg,Where does prompt handling exit early when no reply is requested?,packages/opencode/src/session/prompt.ts,,0,109.99,0,
q034,sgrep,Where are markdown file references expanded into prompt parts?,packages/opencode/src/session/prompt.ts,,0,834.22,0,
q034,rg,Where are markdown file references expanded into prompt parts?,packages/opencode/src/session/prompt.ts,,0,120.13,0,
q035,sgrep,Where is the list of built-in auth plugins defined?,packages/opencode/src/plugin/index.ts,,0,837.4,0,
q035,rg,Where is the list of built-in auth plugins defined?,packages/opencode/src/plugin/index.ts,,0,116.04,0,
q036,sgrep,Where does the plugin system subscribe to global bus events?,packages/opencode/src/plugin/index.ts,,0,828.3,0,
q036,rg,Where does the plugin system subscribe to global bus events?,packages/opencode/src/plugin/index.ts,6,1,111.78,0,
q037,sgrep,Where is the event payload union schema constructed?,packages/opencode/src/bus/bus-event.ts,1,1,882.32,0,
q037,rg,Where is the event payload union schema constructed?,packages/opencode/src/bus/bus-event.ts,,0,119.84,0,
q038,sgrep,Where is the global event emitter created?,packages/opencode/src/bus/global.ts,,0,890.97,0,
q038,rg,Where is the global event emitter created?,packages/opencode/src/bus/global.ts,,0,118.94,0,
q039,sgrep,Where does storage read JSON records from disk?,packages/opencode/src/storage/storage.ts,1,1,1080.01,0,
q039,rg,Where does storage read JSON records from disk?,packages/opencode/src/storage/storage.ts,,0,118.9,0,
q040,sgrep,Where does storage write JSON records to disk?,packages/opencode/src/storage/storage.ts,1,1,832.12,0,
q040,rg,Where does storage write JSON records to disk?,packages/opencode/src/storage/storage.ts,9,1,145.8,0,
q041,sgrep,Where are worktree names normalized to URL-safe slugs?,packages/opencode/src/worktree/index.ts,3,1,913.5,0,
q041,rg,Where are worktree names normalized to URL-safe slugs?,packages/opencode/src/worktree/index.ts,10,1,120.18,0,
q042,sgrep,Where is Windows process-tree termination handled?,packages/opencode/src/shell/shell.ts,1,1,848.13,0,
q042,rg,Where is Windows process-tree termination handled?,packages/opencode/src/shell/shell.ts,,0,111.77,0,
q043,sgrep,Where does LSP root discovery walk up the filesystem?,packages/opencode/src/lsp/server.ts,1,1,841.31,0,
q043,rg,Where does LSP root discovery walk up the filesystem?,packages/opencode/src/lsp/server.ts,1,1,113.36,0,
q044,sgrep,Where does code search ask for permission before querying?,packages/opencode/src/tool/codesearch.ts,1,1,895.41,0,
q044,rg,Where does code search ask for permission before querying?,packages/opencode/src/tool/codesearch.ts,,0,125.22,0,
q045,sgrep,Where is the OAuth dummy key constant defined?,packages/opencode/src/auth/index.ts,,0,831.73,0,
q045,rg,Where is the OAuth dummy key constant defined?,packages/opencode/src/auth/index.ts,,0,115.3,0,
q046,sgrep,Where does the model catalog load cached data or fallback defaults?,packages/opencode/src/provider/models.ts,,0,810.53,0,
q046,rg,Where does the model catalog load cached data or fallback defaults?,packages/opencode/src/provider/models.ts,,0,119.83,0,
q047,sgrep,Where is the project updated event declared?,packages/opencode/src/project/project.ts,,0,854.3,0,
q047,rg,Where is the project updated event declared?,packages/opencode/src/project/project.ts,,0,121.71,0,
q048,sgrep,Where are permission rules built from config values?,packages/opencode/src/permission/next.ts,2,1,841.23,0,
q048,rg,Where are permission rules built from config values?,packages/opencode/src/permission/next.ts,5,1,121.11,0,
q049,sgrep,Where does the question system handle user replies?,packages/opencode/src/question/index.ts,,0,850.63,0,
q049,rg,Where does the question system handle user replies?,packages/opencode/src/question/index.ts,,0,117.88,0,
q050,sgrep,Where is a random worktree name generated?,packages/opencode/src/worktree/index.ts,,0,860.47,0,
q050,rg,Where is a random worktree name generated?,packages/opencode/src/worktree/index.ts,,0,120.98,0,
