id,engine,query_type,query,target_file,rank,hit,latency_ms,exit,stderr
q0018,rg,semantic,code for open terminal,opencode/sdks/vscode/src/extension.ts,,0,39.13,1,
q0019,sgrep,semantic,code for append prompt,opencode/sdks/vscode/src/extension.ts,,0,833.56,0,
q0019,rg,semantic,code for append prompt,opencode/sdks/vscode/src/extension.ts,,0,38.97,1,
q0020,sgrep,semantic,code for get active file,opencode/sdks/vscode/src/extension.ts,,0,851.07,0,
q0020,rg,semantic,code for get active file,opencode/sdks/vscode/src/extension.ts,,0,37.13,1,
q0021,sgrep,semantic,code for get issue number,opencode/.opencode/tool/github-triage.ts,,0,856.83,0,
q0021,rg,semantic,code for get issue number,opencode/.opencode/tool/github-triage.ts,,0,38.66,1,
q0022,sgrep,semantic,code for github fetch,opencode/.opencode/tool/github-triage.ts,,0,837.62,0,
q0022,rg,semantic,code for github fetch,opencode/.opencode/tool/github-triage.ts,,0,40.86,1,
q0023,sgrep,semantic,code for github fetch,opencode/.opencode/tool/github-pr-search.ts,,0,840.0,0,
q0023,rg,semantic,code for github fetch,opencode/.opencode/tool/github-pr-search.ts,,0,39.4,1,
q0024,sgrep,semantic,code for send to post hog,opencode/script/stats.ts,,0,841.19,0,
q0024,rg,semantic,code for send to post hog,opencode/script/stats.ts,,0,39.91,1,
q0025,sgrep,semantic,code for npm downloads range,opencode/script/stats.ts,,0,836.89,0,
q0025,rg,semantic,code for npm downloads range,opencode/script/stats.ts,,0,39.25,1,
q0026,sgrep,semantic,code for fetch npm downloads,opencode/script/stats.ts,,0,963.76,0,
q0026,rg,semantic,code for fetch npm downloads,opencode/script/stats.ts,,0,39.3,1,
q0027,sgrep,semantic,code for fetch releases,opencode/script/stats.ts,,0,839.97,0,
q0027,rg,semantic,code for fetch releases,opencode/script/stats.ts,,0,38.99,1,
q0028,sgrep,semantic,code for get latest release,opencode/script/changelog.ts,,0,840.68,0,
q0028,rg,semantic,code for get latest release,opencode/script/changelog.ts,,0,39.68,1,
q0029,sgrep,semantic,code for get commits,opencode/script/changelog.ts,,0,846.11,0,
q0029,rg,semantic,code for get commits,opencode/script/changelog.ts,,0,39.94,1,
q0030,sgrep,semantic,code for filter reverted commits,opencode/script/changelog.ts,,0,840.84,0,
q0030,rg,semantic,code for filter reverted commits,opencode/script/changelog.ts,,0,39.37,1,
q0031,sgrep,semantic,code for get section,opencode/script/changelog.ts,,0,831.96,0,
q0031,rg,semantic,code for get section,opencode/script/changelog.ts,,0,38.94,1,
q0032,sgrep,semantic,code for summarize commit,opencode/script/changelog.ts,,0,856.78,0,
q0032,rg,semantic,code for summarize commit,opencode/script/changelog.ts,,0,37.26,1,
q0033,sgrep,semantic,code for generate changelog,opencode/script/changelog.ts,3,1,847.11,0,
q0033,rg,semantic,code for generate changelog,opencode/script/changelog.ts,,0,41.27,1,
q0034,sgrep,semantic,code for get contributors,opencode/script/changelog.ts,,0,893.37,0,
q0034,rg,semantic,code for get contributors,opencode/script/changelog.ts,,0,39.9,1,
q0035,sgrep,semantic,code for build notes,opencode/script/changelog.ts,,0,833.77,0,
q0035,rg,semantic,code for build notes,opencode/script/changelog.ts,,0,38.28,1,
q0036,sgrep,semantic,code for create opencode,opencode/github/index.ts,,0,1042.38,0,
q0036,rg,semantic,code for create opencode,opencode/github/index.ts,,0,39.97,1,
q0037,sgrep,semantic,code for assert payload keyword,opencode/github/index.ts,,0,828.72,0,
q0037,rg,semantic,code for assert payload keyword,opencode/github/index.ts,,0,38.72,1,
q0038,sgrep,semantic,code for get review comment context,opencode/github/index.ts,,0,823.44,0,
q0038,rg,semantic,code for get review comment context,opencode/github/index.ts,,0,40.64,1,
q0039,sgrep,semantic,code for assert opencode connected,opencode/github/index.ts,,0,837.6,0,
q0039,rg,semantic,code for assert opencode connected,opencode/github/index.ts,,0,37.39,1,
q0040,sgrep,semantic,code for assert context event,opencode/github/index.ts,,0,853.32,0,
q0040,rg,semantic,code for assert context event,opencode/github/index.ts,,0,39.39,1,
q0041,sgrep,semantic,code for use env model,opencode/github/index.ts,,0,835.71,0,
q0041,rg,semantic,code for use env model,opencode/github/index.ts,,0,37.95,1,
q0042,sgrep,semantic,code for use env run url,opencode/github/index.ts,,0,828.23,0,
q0042,rg,semantic,code for use env run url,opencode/github/index.ts,,0,37.52,1,
q0043,sgrep,semantic,code for use env agent,opencode/github/index.ts,,0,839.55,0,
q0043,rg,semantic,code for use env agent,opencode/github/index.ts,,0,79.14,1,
q0044,sgrep,semantic,code for use env share,opencode/github/index.ts,,0,808.16,0,
q0044,rg,semantic,code for use env share,opencode/github/index.ts,,0,38.75,1,
q0045,sgrep,semantic,code for use env mock,opencode/github/index.ts,,0,838.16,0,
q0045,rg,semantic,code for use env mock,opencode/github/index.ts,,0,38.78,1,
q0046,sgrep,semantic,code for use env github token,opencode/github/index.ts,,0,838.92,0,
q0046,rg,semantic,code for use env github token,opencode/github/index.ts,,0,38.94,1,
q0047,sgrep,semantic,code for is mock,opencode/github/index.ts,,0,832.99,0,
q0047,rg,semantic,code for is mock,opencode/github/index.ts,,0,37.87,1,
q0048,sgrep,semantic,code for is pull request,opencode/github/index.ts,,0,1050.26,0,
q0048,rg,semantic,code for is pull request,opencode/github/index.ts,,0,38.65,1,
q0049,sgrep,semantic,code for use context,opencode/github/index.ts,,0,868.87,0,
q0049,rg,semantic,code for use context,opencode/github/index.ts,,0,40.99,1,
q0050,sgrep,semantic,code for use issue id,opencode/github/index.ts,,0,847.09,0,
q0050,rg,semantic,code for use issue id,opencode/github/index.ts,,0,38.21,1,
q0051,sgrep,semantic,code for use share url,opencode/github/index.ts,,0,794.24,0,
q0051,rg,semantic,code for use share url,opencode/github/index.ts,,0,39.05,1,
q0052,sgrep,semantic,code for get access token,opencode/github/index.ts,,0,859.18,0,
q0052,rg,semantic,code for get access token,opencode/github/index.ts,,0,37.19,1,
q0053,sgrep,semantic,code for response json,opencode/github/index.ts,,0,901.75,0,
q0053,rg,semantic,code for response json,opencode/github/index.ts,,0,39.35,1,
q0054,sgrep,semantic,code for response json,opencode/github/index.ts,,0,828.06,0,
q0054,rg,semantic,code for response json,opencode/github/index.ts,,0,38.76,1,
q0055,sgrep,semantic,code for create comment,opencode/github/index.ts,,0,822.05,0,
q0055,rg,semantic,code for create comment,opencode/github/index.ts,,0,39.74,1,
q0056,sgrep,semantic,code for get user prompt,opencode/github/index.ts,,0,828.81,0,
q0056,rg,semantic,code for get user prompt,opencode/github/index.ts,,0,38.33,1,
q0057,sgrep,semantic,code for subscribe session events,opencode/github/index.ts,,0,866.36,0,
q0057,rg,semantic,code for subscribe session events,opencode/github/index.ts,,0,38.61,1,
q0058,sgrep,semantic,code for resolve agent,opencode/github/index.ts,,0,825.12,0,
q0058,rg,semantic,code for resolve agent,opencode/github/index.ts,,0,38.25,1,
q0059,sgrep,semantic,code for configure git,opencode/github/index.ts,,0,830.94,0,
q0059,rg,semantic,code for configure git,opencode/github/index.ts,,0,38.33,1,
q0060,sgrep,semantic,code for restore git config,opencode/github/index.ts,,0,828.68,0,
q0060,rg,semantic,code for restore git config,opencode/github/index.ts,,0,83.46,1,
q0061,sgrep,semantic,code for checkout new branch,opencode/github/index.ts,,0,849.95,0,
q0061,rg,semantic,code for checkout new branch,opencode/github/index.ts,,0,39.22,1,
q0062,sgrep,semantic,code for checkout local branch,opencode/github/index.ts,,0,870.64,0,
q0062,rg,semantic,code for checkout local branch,opencode/github/index.ts,,0,42.06,1,
q0063,sgrep,semantic,code for checkout fork branch,opencode/github/index.ts,,0,855.38,0,
q0063,rg,semantic,code for checkout fork branch,opencode/github/index.ts,,0,38.23,1,
q0064,sgrep,semantic,code for generate branch name,opencode/github/index.ts,,0,835.96,0,
q0064,rg,semantic,code for generate branch name,opencode/github/index.ts,,0,39.57,1,
q0065,sgrep,semantic,code for push to new branch,opencode/github/index.ts,,0,984.98,0,
q0065,rg,semantic,code for push to new branch,opencode/github/index.ts,,0,38.96,1,
q0066,sgrep,semantic,code for push to local branch,opencode/github/index.ts,,0,820.35,0,
q0066,rg,semantic,code for push to local branch,opencode/github/index.ts,,0,42.71,1,
q0067,sgrep,semantic,code for push to fork branch,opencode/github/index.ts,,0,826.24,0,
q0067,rg,semantic,code for push to fork branch,opencode/github/index.ts,,0,38.58,1,
q0068,sgrep,semantic,code for branch is dirty,opencode/github/index.ts,,0,809.72,0,
q0068,rg,semantic,code for branch is dirty,opencode/github/index.ts,,0,37.89,1,
q0069,sgrep,semantic,code for assert permissions,opencode/github/index.ts,,0,836.19,0,
q0069,rg,semantic,code for assert permissions,opencode/github/index.ts,,0,40.24,1,
q0070,sgrep,semantic,code for update comment,opencode/github/index.ts,,0,840.64,0,
q0070,rg,semantic,code for update comment,opencode/github/index.ts,,0,39.45,1,
q0071,sgrep,semantic,code for create pr,opencode/github/index.ts,,0,842.52,0,
q0071,rg,semantic,code for create pr,opencode/github/index.ts,,0,38.11,1,
q0072,sgrep,semantic,code for fetch repo,opencode/github/index.ts,,0,832.97,0,
q0072,rg,semantic,code for fetch repo,opencode/github/index.ts,,0,38.79,1,
q0073,sgrep,semantic,code for fetch issue,opencode/github/index.ts,,0,836.03,0,
q0073,rg,semantic,code for fetch issue,opencode/github/index.ts,,0,38.92,1,
q0074,sgrep,semantic,code for build prompt data for issue,opencode/github/index.ts,,0,835.2,0,
q0074,rg,semantic,code for build prompt data for issue,opencode/github/index.ts,,0,39.07,1,
q0075,sgrep,semantic,code for fetch pr,opencode/github/index.ts,,0,825.91,0,
q0075,rg,semantic,code for fetch pr,opencode/github/index.ts,,0,39.1,1,
q0076,sgrep,semantic,code for build prompt data for pr,opencode/github/index.ts,,0,842.06,0,
q0076,rg,semantic,code for build prompt data for pr,opencode/github/index.ts,,0,38.29,1,
q0077,sgrep,semantic,code for review data,opencode/github/index.ts,,0,804.84,0,
q0077,rg,semantic,code for review data,opencode/github/index.ts,,0,37.84,1,
q0078,sgrep,semantic,code for revoke app token,opencode/github/index.ts,,0,860.54,0,
q0078,rg,semantic,code for revoke app token,opencode/github/index.ts,,0,39.4,1,
q0079,sgrep,semantic,code for provider icons plugin,opencode/packages/ui/vite.config.ts,,0,859.11,0,
q0079,rg,semantic,code for provider icons plugin,opencode/packages/ui/vite.config.ts,,0,38.29,1,
