id,engine,query,targets,rank,hit,latency_ms,exit,stderr
q045,sgrep,Where is OAUTH_DUMMY_KEY defined?,packages/opencode/src/auth/index.ts,,0,1009.48,0,
q045,rg,Where is OAUTH_DUMMY_KEY defined?,packages/opencode/src/auth/index.ts,,0,82.39,0,
q046,sgrep,Where does ModelsDev.get read cached models or fall back to macro data?,packages/opencode/src/provider/models.ts,1,1,838.01,0,
q046,rg,Where does ModelsDev.get read cached models or fall back to macro data?,packages/opencode/src/provider/models.ts,,0,118.08,0,
q047,sgrep,Where is Project.Event.Updated defined?,packages/opencode/src/project/project.ts,,0,934.05,0,
q047,rg,Where is Project.Event.Updated defined?,packages/opencode/src/project/project.ts,,0,118.95,0,
q048,sgrep,Where is the permission ruleset built from config?,packages/opencode/src/permission/next.ts,3,1,796.19,0,
q048,rg,Where is the permission ruleset built from config?,packages/opencode/src/permission/next.ts,5,1,118.74,0,
q049,sgrep,Where is Question.reply implemented?,packages/opencode/src/question/index.ts,,0,823.13,0,
q049,rg,Where is Question.reply implemented?,packages/opencode/src/question/index.ts,6,1,74.74,0,
q050,sgrep,Where is the worktree random name generated?,packages/opencode/src/worktree/index.ts,,0,835.7,0,
q050,rg,Where is the worktree random name generated?,packages/opencode/src/worktree/index.ts,,0,120.28,0,
