id,engine,query,targets,rank,hit,latency_ms,exit,stderr
q033,rg,Where does prompt handling skip reply when noReply is true?,packages/opencode/src/session/prompt.ts,,0,117.89,0,
q034,sgrep,Where does prompt parsing resolve file references into prompt parts?,packages/opencode/src/session/prompt.ts,5,1,847.65,0,
q034,rg,Where does prompt parsing resolve file references into prompt parts?,packages/opencode/src/session/prompt.ts,,0,111.98,0,
q035,sgrep,Where are built-in plugins listed?,packages/opencode/src/plugin/index.ts,,0,801.67,0,
q035,rg,Where are built-in plugins listed?,packages/opencode/src/plugin/index.ts,4,1,119.45,0,
q036,sgrep,Where does plugin init subscribe to bus events?,packages/opencode/src/plugin/index.ts,,0,825.62,0,
q036,rg,Where does plugin init subscribe to bus events?,packages/opencode/src/plugin/index.ts,9,1,118.65,0,
q037,sgrep,Where does BusEvent build the discriminated union of payloads?,packages/opencode/src/bus/bus-event.ts,1,1,1040.85,0,
q037,rg,Where does BusEvent build the discriminated union of payloads?,packages/opencode/src/bus/bus-event.ts,,0,115.69,0,
q038,sgrep,Where is the global event bus defined?,packages/opencode/src/bus/global.ts,2,1,797.55,0,
q038,rg,Where is the global event bus defined?,packages/opencode/src/bus/global.ts,,0,116.35,0,
q039,sgrep,Where is Storage.read implemented?,packages/opencode/src/storage/storage.ts,,0,827.73,0,
q039,rg,Where is Storage.read implemented?,packages/opencode/src/storage/storage.ts,,0,79.3,0,
q040,sgrep,Where is Storage.write implemented?,packages/opencode/src/storage/storage.ts,,0,834.95,0,
q040,rg,Where is Storage.write implemented?,packages/opencode/src/storage/storage.ts,,0,78.07,0,
q041,sgrep,Where does worktree slugify names?,packages/opencode/src/worktree/index.ts,,0,823.61,0,
q041,rg,Where does worktree slugify names?,packages/opencode/src/worktree/index.ts,9,1,114.94,0,
q042,sgrep,Where is process tree termination handled on Windows?,packages/opencode/src/shell/shell.ts,1,1,828.58,0,
q042,rg,Where is process tree termination handled on Windows?,packages/opencode/src/shell/shell.ts,,0,119.02,0,
q043,sgrep,Where does LSP NearestRoot compute the project root?,packages/opencode/src/lsp/server.ts,1,1,851.6,0,
q043,rg,Where does LSP NearestRoot compute the project root?,packages/opencode/src/lsp/server.ts,1,1,114.25,0,
q044,sgrep,Where does CodeSearchTool request permission before calling Exa?,packages/opencode/src/tool/codesearch.ts,1,1,831.46,0,
q044,rg,Where does CodeSearchTool request permission before calling Exa?,packages/opencode/src/tool/codesearch.ts,,0,118.09,0,
q045,sgrep,Where is OAUTH_DUMMY_KEY defined?,packages/opencode/src/auth/index.ts,,0,1013.07,0,
q045,rg,Where is OAUTH_DUMMY_KEY defined?,packages/opencode/src/auth/index.ts,,0,78.7,0,
q046,sgrep,Where does ModelsDev.get read cached models or fall back to macro data?,packages/opencode/src/provider/models.ts,1,1,833.42,0,
q046,rg,Where does ModelsDev.get read cached models or fall back to macro data?,packages/opencode/src/provider/models.ts,,0,119.17,0,
q047,sgrep,Where is Project.Event.Updated defined?,packages/opencode/src/project/project.ts,,0,938.52,0,
q047,rg,Where is Project.Event.Updated defined?,packages/opencode/src/project/project.ts,,0,117.9,0,
q048,sgrep,Where is the permission ruleset built from config?,packages/opencode/src/permission/next.ts,,0,799.92,0,
q048,rg,Where is the permission ruleset built from config?,packages/opencode/src/permission/next.ts,5,1,116.65,0,
q049,sgrep,Where is Question.reply implemented?,packages/opencode/src/question/index.ts,,0,828.98,0,
q049,rg,Where is Question.reply implemented?,packages/opencode/src/question/index.ts,6,1,76.9,0,
q050,sgrep,Where is the worktree random name generated?,packages/opencode/src/worktree/index.ts,,0,845.56,0,
q050,rg,Where is the worktree random name generated?,packages/opencode/src/worktree/index.ts,,0,120.87,0,
